Frame,Satellite,Station,Elevation_deg,Rate_Mbps,Distance_km,Selected
1090,SAT_106,"North Pole, USA",57.84,640.5,358.1,YES
1091,SAT_010,"Ushuaia, Argentina",68.42,758.8,230.7,YES
1092,SAT_009,"Punta Arenas, Chile",80.51,893.9,97.9,YES
1093,SAT_132,"Kapolei, USA",87.35,970.4,26.2,YES
1094,SAT_023,"Cordoba, Argentina",64.51,715.1,272.0,YES
1095,SAT_022,"Cordoba, Argentina",72.64,806.0,179.2,YES
1096,SAT_083,"Columbus, USA",80.02,888.5,100.5,YES
1097,SAT_080,"Pendergrass, USA",69.04,765.7,217.0,YES
1098,SAT_081,"Pendergrass, USA",68.37,758.3,224.3,YES
1099,SAT_105,"Mojave, USA",76.59,850.1,135.5,YES
1100,SAT_104,"Mojave, USA",45.44,502.0,538.3,YES
1101,SAT_104,"Mojave, USA",27.98,306.9,941.4,YES
1102,SAT_104,"Mojave, USA",17.62,191.1,1347.6,YES
1103,SAT_103,"Mojave, USA",10.69,113.6,1752.4,YES
1104,SAT_103,"Mojave, USA",5.48,55.3,2158.8,YES
1113,SAT_005,"Mojave, USA",5.67,57.5,2129.6,YES
1114,SAT_004,"Mojave, USA",11.07,117.9,1713.1,YES
1115,SAT_003,"Mojave, USA",18.43,200.1,1295.8,YES
1116,SAT_003,"Mojave, USA",29.72,326.3,878.0,YES
1117,SAT_003,"Mojave, USA",49.38,546.0,466.3,YES
1118,SAT_003,"Mojave, USA",76.56,849.8,133.5,YES
1119,SAT_061,"Tahiti, French Polynesia",83.34,925.6,65.1,YES
1120,SAT_176,"Pendergrass, USA",84.35,936.9,55.2,YES
1121,SAT_031,"Kapolei, USA",81.75,907.7,80.3,YES
1122,SAT_179,"Columbus, USA",63.85,707.8,271.8,YES
1123,SAT_125,"Cordoba, Argentina",84.86,942.5,50.6,YES
1124,SAT_125,"Cordoba, Argentina",55.9,618.8,373.8,YES
1125,SAT_112,"Punta Arenas, Chile",68.48,759.4,223.6,YES
1126,SAT_112,"Ushuaia, Argentina",78.57,872.2,115.4,YES
1127,SAT_005,"North Pole, USA",84.42,937.6,55.1,YES
1128,SAT_003,"Deadhorse, USA",75.15,834.0,149.3,YES
1129,SAT_004,"Utqiagvik, USA",86.8,964.2,31.6,YES
1130,SAT_073,"Awarua, New Zeland",84.35,936.9,56.1,YES
1131,SAT_073,"Awarua, New Zeland",50.97,563.8,448.2,YES
1132,SAT_064,"Dubbo, Australia",39.1,431.1,651.2,YES
1133,SAT_065,"Dubbo, Australia",67.36,747.0,232.8,YES
1134,SAT_039,"Harmon, Guam",71.85,797.2,180.4,YES
1135,SAT_022,"Chitose, Japan",76.79,852.3,130.9,YES
1136,SAT_179,"Dundee, Scotland",85.37,948.2,45.6,YES
1137,SAT_061,"Alice Springs, Australia",81.6,906.1,82.7,YES
1138,SAT_179,"Dublin, Ireland",82.85,920.1,70.6,YES
1139,SAT_150,"Accra, Ghana",82.77,919.2,70.3,YES
1140,SAT_150,"Accra, Ghana",58.58,648.8,333.8,YES
1141,SAT_066,"Mingenew, Australia",80.87,897.9,90.5,YES
1142,SAT_122,"Cape Town, South Africa",76.13,845.0,139.6,YES
1143,SAT_121,"Cape Town, South Africa",64.75,717.8,265.0,YES
1144,SAT_045,Singapore,58.39,646.7,337.4,YES
1145,SAT_045,Singapore,77.28,857.8,125.6,YES
1146,SAT_123,"Pretoria, South Africa",68.88,764.0,217.1,YES
1147,SAT_144,"Mwulire, Rwanda",54.24,600.3,394.0,YES
1148,SAT_144,"Mwulire, Rwanda",86.73,963.4,32.0,YES
1149,SAT_186,"Zallaq, Bahrain",69.99,776.4,204.5,YES
1150,SAT_191,"Dubai, UAE",81.56,905.7,83.8,YES
1151,SAT_192,"Dubai, UAE",59.36,657.5,330.3,YES
1152,SAT_192,"Dubai, UAE",35.36,389.3,739.1,YES
1153,SAT_193,"Dubai, UAE",22.12,241.3,1147.1,YES
1154,SAT_194,"Dubai, UAE",13.78,148.1,1556.5,YES
1155,SAT_194,"Dubai, UAE",7.86,82.0,1965.5,YES
1159,SAT_045,"Mwulire, Rwanda",8.74,91.8,1892.2,YES
1160,SAT_045,"Mwulire, Rwanda",15.57,168.1,1452.3,YES
1161,SAT_045,"Mwulire, Rwanda",25.73,281.7,1012.8,YES
1162,SAT_044,"Mwulire, Rwanda",43.34,478.5,574.3,YES
1163,SAT_044,"Mwulire, Rwanda",76.3,846.9,138.0,YES
1164,SAT_089,"Zallaq, Bahrain",81.4,903.8,86.6,YES
1165,SAT_090,"Zallaq, Bahrain",59.67,661.0,330.7,YES
1166,SAT_022,"Pretoria, South Africa",62.11,688.3,301.2,YES
1167,SAT_022,"Pretoria, South Africa",77.14,856.3,131.4,YES
1168,SAT_146,Singapore,48.55,536.7,486.6,YES
1169,SAT_146,Singapore,78.77,874.5,112.8,YES
1170,SAT_020,"Cape Town, South Africa",75.13,833.8,153.7,YES
1171,SAT_050,"Accra, Ghana",82.05,911.1,79.5,YES
1172,SAT_050,"Accra, Ghana",54.34,601.4,399.9,YES
1173,SAT_164,"Mingenew, Australia",56.37,624.2,376.9,YES
1174,SAT_164,"Mingenew, Australia",85.34,947.9,47.1,YES
1175,SAT_078,"Guildford Pole, UK",76.86,853.1,134.6,YES
1176,SAT_091,"Sodankylä, Finland",81.38,903.6,88.3,YES
1177,SAT_125,"Seoul, South Korea",74.81,830.2,155.4,YES
1178,SAT_160,"Alice Springs, Australia",76.23,846.1,140.8,YES
1179,SAT_160,"Alice Springs, Australia",66.37,735.9,249.9,YES
1180,SAT_123,"Chitose, Japan",63.38,702.5,285.0,YES
1181,SAT_123,"Obihiro, Japan",85.52,949.9,45.0,YES
1182,SAT_165,"Dubbo, Australia",77.93,865.1,123.5,YES
1183,SAT_165,"Dubbo, Australia",62.37,691.2,299.3,YES
1184,SAT_015,"Ushuaia, Argentina",41.3,455.7,634.3,YES
1185,SAT_014,"Ushuaia, Argentina",69.14,766.8,222.6,YES
1186,SAT_174,"Awarua, New Zeland",81.31,902.9,89.1,YES
1187,SAT_027,"Cordoba, Argentina",70.96,787.1,198.2,YES
1188,SAT_101,"North Pole, USA",83.36,925.8,67.4,YES
1189,SAT_074,"Columbus, USA",66.75,740.1,244.1,YES
1190,SAT_071,"Pendergrass, USA",75.7,840.2,145.0,YES
1191,SAT_071,"Pendergrass, USA",63.01,698.3,287.1,YES
1192,SAT_092,"Portland, USA",45.74,505.3,538.8,YES
1193,SAT_092,"Portland, USA",76.82,852.7,134.1,YES
1194,SAT_092,"Portland, USA",61.8,684.8,303.3,YES
1195,SAT_087,"Mojave, USA",65.12,722.0,262.2,YES
1196,SAT_123,"Kapolei, USA",85.22,946.6,47.3,YES
1197,SAT_122,"Kapolei, USA",58.64,649.5,339.2,YES
1198,SAT_173,"Tahiti, French Polynesia",64.7,717.3,266.4,YES
1199,SAT_174,"Tahiti, French Polynesia",78.21,868.2,118.4,YES
1200,SAT_176,"Tahiti, French Polynesia",47.67,526.9,499.6,YES
1201,SAT_177,"Tahiti, French Polynesia",30.06,330.0,877.4,YES
1202,SAT_179,"Tahiti, French Polynesia",19.58,213.0,1252.9,YES
1203,SAT_182,"Tahiti, French Polynesia",12.61,135.0,1623.7,YES
1204,SAT_185,"Tahiti, French Polynesia",7.48,77.7,1987.7,YES
1206,SAT_060,"Tahiti, French Polynesia",5.48,55.4,2144.0,YES
1207,SAT_064,"Tahiti, French Polynesia",10.37,110.0,1760.2,YES
1208,SAT_067,"Tahiti, French Polynesia",17.03,184.4,1363.8,YES
1209,SAT_070,"Tahiti, French Polynesia",27.07,296.7,959.3,YES
1210,SAT_072,"Tahiti, French Polynesia",44.5,491.4,547.7,YES
1211,SAT_073,"Tahiti, French Polynesia",76.52,849.4,134.2,YES
1212,SAT_075,"Tahiti, French Polynesia",62.58,693.5,288.4,YES
1213,SAT_023,"Kapolei, USA",73.24,812.7,167.0,YES
1214,SAT_022,"Paumalu, USA",66.64,738.9,238.6,YES
1215,SAT_182,"Mojave, USA",53.44,591.4,405.4,YES
1216,SAT_183,"Mojave, USA",83.96,932.5,59.1,YES
1217,SAT_183,"Mojave, USA",53.69,594.2,402.2,YES
1218,SAT_189,"Portland, USA",75.13,833.8,148.5,YES
1219,SAT_189,"Portland, USA",64.12,710.8,269.7,YES
1220,SAT_168,"Pendergrass, USA",41.71,460.2,593.4,YES
1221,SAT_168,"Pendergrass, USA",69.39,769.7,207.8,YES
1222,SAT_171,"Columbus, USA",71.89,797.6,181.4,YES
1223,SAT_076,"Awarua, New Zeland",81.27,902.4,87.2,YES
1224,SAT_199,"Deadhorse, USA",63.27,701.2,281.4,YES
1225,SAT_200,"Utqiagvik, USA",84.79,941.8,51.5,YES
1226,SAT_116,"Punta Arenas, Chile",84.7,940.8,52.9,YES
1227,SAT_023,"Obihiro, Japan",83.01,921.9,68.3,YES
1228,SAT_060,"Alice Springs, Australia",78.03,866.2,118.2,YES
1229,SAT_060,"Alice Springs, Australia",58.7,650.2,334.5,YES
1230,SAT_026,"Seoul, South Korea",84.76,941.5,51.0,YES
1231,SAT_026,"Seoul, South Korea",49.26,544.7,465.3,YES
1232,SAT_063,"Mingenew, Australia",69.45,770.3,209.1,YES
1233,SAT_063,"Mingenew, Australia",66.96,742.4,236.9,YES
1234,SAT_064,"Mingenew, Australia",38.16,420.6,671.7,YES
1235,SAT_046,Singapore,64.86,719.1,257.7,YES
1236,SAT_194,"Sodankylä, Finland",85.71,952.1,42.5,YES
1237,SAT_182,"Guildford Pole, UK",66.3,735.1,245.6,YES
1238,SAT_186,"Dublin, Ireland",78.11,867.1,118.8,YES
1239,SAT_186,"Dublin, Ireland",60.68,672.3,313.1,YES
1240,SAT_186,"Dublin, Ireland",36.44,401.3,712.8,YES
1241,SAT_152,"Accra, Ghana",32.8,360.7,789.9,YES
1242,SAT_152,"Accra, Ghana",53.44,591.4,404.0,YES
1243,SAT_152,"Accra, Ghana",87.17,968.3,27.6,YES
1244,SAT_110,"Cape Town, South Africa",82.9,920.7,71.0,YES
1245,SAT_015,"Dubai, UAE",69.06,765.9,214.2,YES
1246,SAT_011,"Zallaq, Bahrain",86.67,962.8,32.8,YES
1247,SAT_105,"Pretoria, South Africa",85.35,948.0,46.4,YES
1248,SAT_104,"Pretoria, South Africa",51.09,565.1,448.0,YES
1249,SAT_103,"Pretoria, South Africa",31.16,342.4,851.3,YES
1250,SAT_141,"Mwulire, Rwanda",33.87,372.7,770.4,YES
1251,SAT_139,"Mwulire, Rwanda",53.68,594.0,404.8,YES
1252,SAT_130,"Mwulire, Rwanda",79.1,878.2,108.6,YES
1253,SAT_116,"Mwulire, Rwanda",78.41,870.5,116.1,YES
1254,SAT_039,"Mwulire, Rwanda",78.96,876.6,110.0,YES
1255,SAT_029,"Mwulire, Rwanda",64.11,710.6,272.4,YES
1256,SAT_010,"Mwulire, Rwanda",42.11,464.8,600.9,YES
1257,SAT_007,"Mwulire, Rwanda",27.34,299.7,968.2,YES
1258,SAT_002,"Pretoria, South Africa",23.21,253.6,1192.2,YES
1259,SAT_002,"Pretoria, South Africa",36.55,402.6,780.5,YES
1260,SAT_002,"Pretoria, South Africa",59.13,655.0,370.4,YES
1261,SAT_002,"Pretoria, South Africa",85.15,945.8,53.8,YES
1262,SAT_052,"Accra, Ghana",88.49,983.2,14.9,YES
1263,SAT_120,"Dubai, UAE",81.22,901.9,88.1,YES
1264,SAT_008,"Cape Town, South Africa",79.06,877.8,112.2,YES
1265,SAT_007,"Cape Town, South Africa",47.28,522.6,519.6,YES
1266,SAT_007,"Cape Town, South Africa",28.93,317.5,936.8,YES
1267,SAT_087,"Dublin, Ireland",27.33,299.5,976.7,YES
1268,SAT_087,"Dublin, Ireland",44.6,492.6,562.0,YES
1269,SAT_088,"Dublin, Ireland",74.87,830.9,156.2,YES
1270,SAT_093,"Stockholm, Sweden",73.08,810.9,175.9,YES
1271,SAT_085,"Dundee, Scotland",83.43,926.6,66.8,YES
1272,SAT_095,"Öjebyn, Sweden",80.66,895.7,95.6,YES
1273,SAT_146,Singapore,80.39,892.6,96.4,YES
1274,SAT_146,Singapore,62.56,693.3,292.7,YES
1275,SAT_146,Singapore,38.38,423.1,675.7,YES
1276,SAT_163,"Mingenew, Australia",55.75,617.2,385.8,YES
1277,SAT_163,"Mingenew, Australia",83.42,926.4,66.6,YES
1278,SAT_029,"Cordoba, Argentina",77.9,864.8,123.8,YES
1279,SAT_016,"Ushuaia, Argentina",83.28,924.9,69.3,YES
1280,SAT_125,"Seoul, South Korea",78.67,873.4,114.6,YES
1281,SAT_160,"Alice Springs, Australia",62.42,691.7,296.7,YES
1282,SAT_070,"Columbus, USA",88.29,980.9,17.1,YES
1283,SAT_121,"Chitose, Japan",83.65,929.1,63.8,YES
1284,SAT_096,"Deadhorse, USA",81.89,909.3,82.7,YES
1285,SAT_138,"Harmon, Guam",88.05,978.2,19.3,YES
1286,SAT_095,"North Pole, USA",64.39,713.8,274.6,YES
1287,SAT_180,"Awarua, New Zeland",77.92,865.0,124.6,YES
1288,SAT_082,"Portland, USA",80.67,895.7,94.2,YES
1289,SAT_075,"Mojave, USA",80.7,896.1,93.3,YES
1290,SAT_075,"Mojave, USA",58.49,647.8,343.8,YES
1291,SAT_075,"Mojave, USA",34.08,375.1,773.2,YES
1292,SAT_076,"Mojave, USA",20.91,227.8,1199.6,YES
1293,SAT_076,"Mojave, USA",12.64,135.4,1626.2,YES
1294,SAT_100,"Paumalu, USA",20.22,220.2,1231.2,YES
1295,SAT_099,"Paumalu, USA",32.2,354.0,820.9,YES
1296,SAT_099,"Paumalu, USA",53.48,591.8,410.7,YES
1297,SAT_098,"Paumalu, USA",88.0,977.6,19.8,YES
1298,SAT_007,"Tahiti, French Polynesia",75.44,837.3,147.2,YES
1299,SAT_002,"Tahiti, French Polynesia",45.95,507.7,522.3,YES
1300,SAT_002,"Tahiti, French Polynesia",30.26,332.3,854.4,YES
1301,SAT_002,"Tahiti, French Polynesia",19.07,207.2,1242.8,YES
1302,SAT_002,"Tahiti, French Polynesia",11.42,121.7,1648.9,YES
1303,SAT_131,"Tahiti, French Polynesia",10.63,112.9,1742.0,YES
1304,SAT_126,"Tahiti, French Polynesia",15.87,171.5,1424.4,YES
1305,SAT_122,"Tahiti, French Polynesia",23.54,257.2,1082.1,YES
1306,SAT_118,"Tahiti, French Polynesia",36.01,396.5,718.6,YES
1307,SAT_116,"Tahiti, French Polynesia",58.45,647.4,339.8,YES
1308,SAT_114,"Tahiti, French Polynesia",84.68,940.5,52.4,YES
1309,SAT_194,"Paumalu, USA",77.17,856.6,127.3,YES
1310,SAT_194,"Paumalu, USA",44.84,495.3,540.9,YES
1311,SAT_194,"Paumalu, USA",27.22,298.3,954.2,YES
1312,SAT_193,"Paumalu, USA",16.98,183.9,1367.1,YES
1313,SAT_170,"Mojave, USA",15.66,169.2,1427.9,YES
1314,SAT_171,"Mojave, USA",24.52,268.1,1039.4,YES
1315,SAT_171,"Mojave, USA",39.11,431.2,645.5,YES
1316,SAT_038,"Harmon, Guam",69.23,767.9,208.4,YES
1317,SAT_082,"Awarua, New Zeland",86.84,964.6,31.5,YES
1318,SAT_178,"Portland, USA",81.58,905.9,82.8,YES
1319,SAT_020,"Obihiro, Japan",63.13,699.7,279.7,YES
1320,SAT_020,"Chitose, Japan",84.06,933.6,58.1,YES
1321,SAT_193,"North Pole, USA",69.0,765.3,215.4,YES
1322,SAT_025,"Seoul, South Korea",85.2,946.3,46.7,YES
1323,SAT_165,"Pendergrass, USA",54.18,599.7,392.1,YES
1324,SAT_063,"Mingenew, Australia",84.13,934.4,57.6,YES
1325,SAT_169,"Columbus, USA",67.83,752.2,225.4,YES
1326,SAT_046,Singapore,71.72,795.7,181.7,YES
1327,SAT_117,"Punta Arenas, Chile",82.12,911.9,79.0,YES
1328,SAT_116,"Ushuaia, Argentina",81.92,909.7,81.1,YES
1329,SAT_129,"Cordoba, Argentina",71.31,791.2,189.2,YES
1330,SAT_129,"Cordoba, Argentina",42.96,474.3,576.4,YES
1331,SAT_199,"Sodankylä, Finland",31.28,343.7,844.2,YES
1332,SAT_199,"Sodankylä, Finland",51.89,574.1,433.6,YES
1333,SAT_199,"Sodankylä, Finland",81.91,909.5,80.6,YES
1334,SAT_198,"Öjebyn, Sweden",74.16,823.0,160.3,YES
1335,SAT_198,"Stockholm, Sweden",76.58,850.0,134.9,YES
1336,SAT_191,"Dundee, Scotland",76.38,847.8,136.8,YES
1337,SAT_191,"Guildford Pole, UK",83.16,923.5,67.9,YES
1338,SAT_027,"Dubai, UAE",71.91,797.8,181.7,YES
1339,SAT_024,"Zallaq, Bahrain",71.19,789.8,189.8,YES
1340,SAT_024,"Zallaq, Bahrain",40.56,447.5,620.2,YES
1341,SAT_092,"Cape Town, South Africa",51.1,565.2,450.1,YES
1342,SAT_092,"Cape Town, South Africa",85.29,947.3,47.2,YES
1343,SAT_081,"Pretoria, South Africa",86.09,956.3,38.9,YES
1344,SAT_050,"Mwulire, Rwanda",54.38,601.9,393.2,YES
1345,SAT_051,"Mwulire, Rwanda",84.84,942.3,50.7,YES
1346,SAT_162,"Accra, Ghana",54.24,600.4,396.1,YES
1347,SAT_165,"Accra, Ghana",85.47,949.4,44.6,YES
1348,SAT_170,"Accra, Ghana",62.96,697.8,284.9,YES
1349,SAT_176,"Accra, Ghana",42.41,468.1,590.5,YES
1350,SAT_182,"Accra, Ghana",30.03,329.7,879.9,YES
1351,SAT_053,"Accra, Ghana",28.72,315.1,913.5,YES
1352,SAT_056,"Accra, Ghana",47.02,519.6,508.1,YES
1353,SAT_060,"Accra, Ghana",79.58,883.5,103.9,YES
1354,SAT_063,"Accra, Ghana",61.61,682.7,302.4,YES
1355,SAT_149,"Mwulire, Rwanda",55.68,616.4,379.3,YES
1356,SAT_149,"Mwulire, Rwanda",88.4,982.1,15.9,YES
1357,SAT_149,"Mwulire, Rwanda",54.95,608.2,390.0,YES
1358,SAT_175,"Pretoria, South Africa",42.61,470.3,595.8,YES
1359,SAT_175,"Pretoria, South Africa",70.18,778.5,206.4,YES
1360,SAT_176,"Pretoria, South Africa",72.0,798.8,186.8,YES
1361,SAT_187,"Cape Town, South Africa",79.74,885.3,105.2,YES
1362,SAT_187,"Cape Town, South Africa",47.94,530.0,508.5,YES
1363,SAT_128,"Zallaq, Bahrain",59.34,657.3,333.4,YES
1364,SAT_128,"Zallaq, Bahrain",84.09,933.9,59.1,YES
1365,SAT_130,"Dubai, UAE",81.72,907.4,83.1,YES
1366,SAT_098,"Dublin, Ireland",78.49,871.3,117.9,YES
1367,SAT_093,"Dundee, Scotland",76.13,845.0,143.0,YES
1368,SAT_101,"Stockholm, Sweden",72.06,799.5,187.3,YES
1369,SAT_101,"Öjebyn, Sweden",80.05,888.8,102.0,YES
1370,SAT_102,"Sodankylä, Finland",82.89,920.6,72.6,YES
1371,SAT_102,"Sodankylä, Finland",52.77,583.9,432.1,YES
1372,SAT_016,"Ushuaia, Argentina",75.28,835.4,154.1,YES
1373,SAT_017,"Punta Arenas, Chile",80.72,896.3,95.9,YES
1374,SAT_069,"Columbus, USA",77.72,862.8,124.7,YES
1375,SAT_069,"Columbus, USA",60.3,668.1,322.9,YES
1376,SAT_146,Singapore,49.62,548.7,469.9,YES
1377,SAT_146,Singapore,81.04,899.8,89.7,YES
1378,SAT_146,Singapore,61.9,686.0,300.1,YES
1379,SAT_164,"Mingenew, Australia",52.96,586.1,424.9,YES
1380,SAT_164,"Mingenew, Australia",85.74,952.4,42.9,YES
1381,SAT_089,"North Pole, USA",70.97,787.3,198.9,YES
1382,SAT_122,"Seoul, South Korea",76.1,844.6,141.2,YES
1383,SAT_122,"Seoul, South Korea",65.49,726.0,258.3,YES
1384,SAT_116,"Chitose, Japan",67.07,743.8,240.6,YES
1385,SAT_115,"Obihiro, Japan",85.36,948.2,46.4,YES
1386,SAT_165,"Alice Springs, Australia",58.82,651.6,340.9,YES
1387,SAT_191,"Awarua, New Zeland",81.39,903.7,88.2,YES
1388,SAT_175,"Dubbo, Australia",73.98,821.0,164.6,YES
1389,SAT_133,"Harmon, Guam",78.75,874.2,112.2,YES
1390,SAT_027,"Tahiti, French Polynesia",78.03,866.2,120.4,YES
1391,SAT_074,"Paumalu, USA",83.63,928.8,63.2,YES
1392,SAT_074,"Kapolei, USA",58.29,645.5,343.7,YES
1393,SAT_075,"Kapolei, USA",34.21,376.5,765.0,YES
1394,SAT_077,"Kapolei, USA",21.11,230.0,1184.6,YES
1395,SAT_078,"Kapolei, USA",12.97,139.1,1598.5,YES
1396,SAT_080,"Kapolei, USA",7.21,74.6,2008.4,YES
1403,SAT_163,"Kapolei, USA",7.51,78.1,1968.5,YES
1404,SAT_164,"Kapolei, USA",12.8,137.2,1594.3,YES
1405,SAT_036,"Harmon, Guam",20.4,222.1,1198.9,YES
1406,SAT_035,"Harmon, Guam",33.68,370.6,766.0,YES
1407,SAT_034,"Harmon, Guam",58.58,648.8,333.8,YES
1408,SAT_168,"Kapolei, USA",83.55,927.9,62.8,YES
1409,SAT_132,"Tahiti, French Polynesia",76.29,846.8,135.8,YES
1410,SAT_076,"Dubbo, Australia",74.16,823.0,159.5,YES
1411,SAT_064,"Alice Springs, Australia",72.94,809.3,171.0,YES
1412,SAT_093,"Awarua, New Zeland",69.47,770.5,212.3,YES
1413,SAT_014,"Obihiro, Japan",77.47,860.0,124.0,YES
1414,SAT_014,"Chitose, Japan",69.59,771.9,207.0,YES
1415,SAT_021,"Seoul, South Korea",74.25,823.9,156.7,YES
1416,SAT_065,"Mingenew, Australia",78.14,867.4,117.6,YES
1417,SAT_046,Singapore,78.71,873.8,110.1,YES
1418,SAT_167,"Mojave, USA",62.13,688.6,290.4,YES
1419,SAT_187,"North Pole, USA",86.8,964.2,31.5,YES
1420,SAT_191,"Utqiagvik, USA",83.5,927.4,64.3,YES
1421,SAT_189,"Deadhorse, USA",53.9,596.5,403.1,YES
1422,SAT_190,"Deadhorse, USA",32.67,359.3,805.3,YES
1423,SAT_190,"Deadhorse, USA",20.63,224.7,1207.6,YES
1424,SAT_166,"Pendergrass, USA",23.94,261.6,1059.4,YES
1425,SAT_166,"Pendergrass, USA",37.93,418.1,669.7,YES
1426,SAT_166,"Pendergrass, USA",62.8,696.0,282.8,YES
1427,SAT_170,"Columbus, USA",78.34,869.7,115.0,YES
1428,SAT_115,"Punta Arenas, Chile",77.07,855.5,131.1,YES
1429,SAT_004,"Sodankylä, Finland",85.12,945.4,48.4,YES
1430,SAT_030,"Zallaq, Bahrain",81.78,908.1,80.3,YES
1431,SAT_005,"Stockholm, Sweden",76.59,850.1,134.6,YES
1432,SAT_125,"Cordoba, Argentina",68.61,760.9,219.9,YES
1433,SAT_199,"Dundee, Scotland",80.27,891.3,97.0,YES
1434,SAT_001,"Guildford Pole, UK",86.11,956.5,35.6,YES
1435,SAT_068,"Pretoria, South Africa",76.34,847.3,136.9,YES
1436,SAT_077,"Cape Town, South Africa",83.07,922.5,69.1,YES
1437,SAT_078,"Cape Town, South Africa",56.93,630.3,364.2,YES
1438,SAT_078,"Cape Town, South Africa",33.75,371.4,781.6,YES
1439,SAT_079,"Cape Town, South Africa",20.76,226.2,1207.1,YES
